gene,miRNA,interaction
CETN3,hsa-miR-101-3p,0
C16ORF61,hsa-miR-101-3p,0
CFTR,hsa-miR-101-3p,1
RAB5A,hsa-miR-101-3p,1
CSDE1,hsa-miR-101-3p,1
ARID1A,hsa-miR-6794-3p,0
GPR139,hsa-miR-6794-3p,0
GRM1,hsa-miR-6794-3p,1
LACRT,hsa-miR-6794-3p,1
ARID1A,hsa-miR-935,0
BCL7A,hsa-miR-935,0
ZNF550,hsa-miR-935,0
FAM86C,hsa-miR-935,1
LAMA1,hsa-miR-935,1
ZNF644,hsa-miR-935,1
LARS2,hsa-miR-935,1
ARID1A,hsa-miR-424-3p,0
ARHGAP12,hsa-miR-424-3p,0
CCHCR1,hsa-miR-424-3p,1
LCE2B,hsa-miR-424-3p,1
ARID1A,hsa-miR-4272,0
KLF13,hsa-miR-4272,0
HAPLN4,hsa-miR-4272,1
HTATSF1,hsa-miR-4272,1
ARID1A,hsa-miR-6757-3p,0
ASB1,hsa-miR-6757-3p,1
ARID1A,hsa-miR-424-5p,0
CCND3,hsa-miR-424-5p,1
ITPR1,hsa-miR-424-5p,0
PIAS1,hsa-miR-424-5p,0
CDC14A,hsa-miR-424-5p,1
FASN,hsa-miR-424-5p,1
KIAA1751,hsa-miR-424-5p,1
VASH1,hsa-miR-424-5p,1
ARID1A,hsa-miR-1296-3p,0
PHF10,hsa-miR-1296-3p,1
KIAA0495,hsa-miR-1296-3p,0
TAPBP,hsa-miR-1296-3p,0
ARID1A,hsa-miR-338-3p,0
MMP2,hsa-miR-338-3p,0
TGFBR1,hsa-miR-338-3p,1
PKLR,hsa-miR-338-3p,1
ASB15,hsa-miR-338-3p,0
ARID1A,hsa-miR-6869-5p,0
KIF15,hsa-miR-6869-5p,0
LOC202051,hsa-miR-6869-5p,1
CCDC92,hsa-miR-6869-5p,1
ARID1A,hsa-miR-1285-5p,0
GRB2,hsa-miR-1285-5p,0
WWP2,hsa-miR-1285-5p,0
CXORF59,hsa-miR-1285-5p,1
GALC,hsa-miR-1285-5p,1
ARID1A,hsa-let-7f-1-3p,0
NRAS,hsa-let-7f-1-3p,0
HGD,hsa-let-7f-1-3p,0
PCK2,hsa-let-7f-1-3p,1
TBC1D26,hsa-let-7f-1-3p,1
ARID1A,hsa-miR-574-3p,0
ASH1L,hsa-miR-574-3p,0
FAM169A,hsa-miR-574-3p,1
RGPD3,hsa-miR-574-3p,1
ARID1A,hsa-miR-222-3p,1
ICAM1,hsa-miR-222-3p,0
SELE,hsa-miR-222-3p,0
TP53,hsa-miR-222-3p,0
EIF3J,hsa-miR-222-3p,0
FOXO1,hsa-miR-222-3p,1
GNAI2,hsa-miR-222-3p,1
MGMT,hsa-miR-222-3p,1
TIMP3,hsa-miR-222-3p,1
PLXNC1,hsa-miR-222-3p,1
TRPS1,hsa-miR-222-3p,1
STAB1,hsa-miR-222-3p,1
ARID4B,hsa-miR-19b-3p,0
BACE1,hsa-miR-19b-3p,0
BMPR2,hsa-miR-19b-3p,0
DNMT1,hsa-miR-19b-3p,1
KAT2B,hsa-miR-19b-3p,0
NCOA3,hsa-miR-19b-3p,0
TNFAIP3,hsa-miR-19b-3p,1
ESR1,hsa-miR-19b-3p,1
MXD1,hsa-miR-19b-3p,1
CRNN,hsa-miR-19b-3p,0
KRT7,hsa-miR-19b-3p,1
NCAPH,hsa-miR-19b-3p,1
HIPK1,hsa-miR-19b-3p,1
KBTBD7,hsa-miR-19b-3p,1
ARID4B,hsa-miR-92a-3p,0
BMPR2,hsa-miR-92a-3p,0
KAT2B,hsa-miR-92a-3p,0
NIT1,hsa-miR-92a-3p,0
POU5F1,hsa-miR-92a-3p,0
TGFBR2,hsa-miR-92a-3p,0
OSBPL8,hsa-miR-92a-3p,1
VAMP1,hsa-miR-92a-3p,0
CDK5RAP3,hsa-miR-92a-3p,0
HSPE1,hsa-miR-92a-3p,1
NDUFB7,hsa-miR-92a-3p,1
HIPK3,hsa-miR-92a-3p,1
PWP1,hsa-miR-92a-3p,1
ARNTL2,hsa-miR-92a-3p,1
ARID4B,hsa-miR-5003-3p,0
CHMP4B,hsa-miR-5003-3p,0
GSTM3,hsa-miR-5003-3p,0
PNRC2,hsa-miR-5003-3p,0
RNF141,hsa-miR-5003-3p,0
C7ORF25,hsa-miR-5003-3p,0
INTS3,hsa-miR-5003-3p,0
ARID4B,hsa-miR-1238-5p,0
EEF1B2,hsa-miR-1238-5p,0
ARNT,hsa-miR-1238-5p,0
C11ORF67,hsa-miR-1238-5p,1
ARID4B,hsa-miR-11401,0
MFRP,hsa-miR-11401,0
DZIP3,hsa-miR-11401,0
SH2D4B,hsa-miR-11401,0
COX7A2,hsa-miR-11401,0
PSMB10,hsa-miR-11401,0
LILRB2,hsa-miR-11401,0
ARID4B,hsa-miR-19a-5p,0
BTG1,hsa-miR-19a-5p,1
PRPF4,hsa-miR-19a-5p,0
SFXN4,hsa-miR-19a-5p,0
B3GALT2,hsa-miR-19a-5p,0
ARID4B,hsa-miR-410-5p,0
RTKN2,hsa-miR-410-5p,0
ARID4B,hsa-miR-4791,0
SCNN1D,hsa-miR-4791,0
CRYGC,hsa-miR-4791,0
ZMYND15,hsa-miR-4791,0
ARPC5,hsa-miR-31-5p,0
CXCL12,hsa-miR-31-5p,0
HOXC13,hsa-miR-31-5p,0
ICAM1,hsa-miR-31-5p,0
JAZF1,hsa-miR-31-5p,0
KLF13,hsa-miR-31-5p,0
NFAT5,hsa-miR-31-5p,0
NUMB,hsa-miR-31-5p,0
RASA1,hsa-miR-31-5p,1
YY1,hsa-miR-31-5p,0
RET,hsa-miR-31-5p,0
DKK1,hsa-miR-31-5p,1
FOXO3,hsa-miR-31-5p,1
MAP4K4,hsa-miR-31-5p,1
MPRIP,hsa-miR-31-5p,1
SRC,hsa-miR-31-5p,1
IL25,hsa-miR-31-5p,1
RNF220,hsa-miR-31-5p,0
DOCK4,hsa-miR-31-5p,0
DHFRL1,hsa-miR-31-5p,0
SPRED1,hsa-miR-31-5p,1
STK40,hsa-miR-31-5p,1
SPRED2,hsa-miR-31-5p,1
SULT1A1,hsa-miR-31-5p,1
PRKCE,hsa-miR-31-5p,1
RHOA,hsa-miR-31-5p,1
ARPC5,hsa-miR-450a-5p,0
CCND3,hsa-miR-450a-5p,0
MAPK14,hsa-miR-450a-5p,0
FAM22A,hsa-miR-450a-5p,0
GOLGB1,hsa-miR-450a-5p,0
SLC1A6,hsa-miR-450a-5p,0
ARPC5,hsa-miR-4681,0
ARPC5L,hsa-miR-4681,0
INPPL1,hsa-miR-4681,0
C15ORF56,hsa-miR-4681,0
ARF3,hsa-miR-4681,0
GNA15,hsa-miR-4681,1
ARPC5,hsa-miR-92b-5p,0
IL10,hsa-miR-92b-5p,0
RANBP3L,hsa-miR-92b-5p,1
ARPC5,hsa-miR-5001-3p,0
CHD4,hsa-miR-5001-3p,0
FAU,hsa-miR-5001-3p,0
C19ORF66,hsa-miR-5001-3p,1
GGA1,hsa-miR-5001-3p,1
ARPC5,hsa-miR-4508,0
TOM1,hsa-miR-4508,0
RAPGEF1,hsa-miR-4508,0
ARPC5,hsa-miR-378b,0
OFD1,hsa-miR-378b,0
CCDC88B,hsa-miR-378b,1
ARPC5,hsa-miR-103a-1-5p,0
MTA2,hsa-miR-103a-1-5p,0
PRRT3,hsa-miR-103a-1-5p,1
ARPC5,hsa-miR-6072,0
PPM1D,hsa-miR-6072,0
TMEM156,hsa-miR-6072,1
GRM5,hsa-miR-6072,1
MYH2,hsa-miR-6072,1
ARPC5,hsa-miR-425-5p,0
UBE2I,hsa-miR-425-5p,0
SMAD2,hsa-miR-425-5p,1
WFDC10B,hsa-miR-425-5p,1
ARPC5,hsa-miR-224-3p,0
UCP1,hsa-miR-224-3p,0
TMEM120B,hsa-miR-224-3p,0
ARHGAP10,hsa-miR-224-3p,1
DDX39,hsa-miR-224-3p,1
ARPC5L,hsa-miR-335-5p,0
RASA1,hsa-miR-335-5p,0
UBE2F,hsa-miR-335-5p,0
CRKL,hsa-miR-335-5p,1
DAAM2,hsa-miR-335-5p,1
DKK1,hsa-miR-335-5p,1
TNC,hsa-miR-335-5p,1
PNKP,hsa-miR-335-5p,0
ZNF550,hsa-miR-335-5p,0
ACOT6,hsa-miR-335-5p,0
DLL4,hsa-miR-335-5p,1
PSORS1C2,hsa-miR-335-5p,1
UCN,hsa-miR-335-5p,1
ARPC5L,hsa-miR-642a-5p,0
PGP,hsa-miR-642a-5p,0
ARPC5L,hsa-miR-6731-5p,0
CCND3,hsa-miR-6731-5p,0
ALG10B,hsa-miR-6731-5p,0
C3ORF65,hsa-miR-6731-5p,1
ARPC5L,hsa-miR-30e-3p,0
NFKBID,hsa-miR-30e-3p,0
C20ORF201,hsa-miR-30e-3p,1
KRT6C,hsa-miR-30e-3p,1
ARPC5L,hsa-miR-29b-2-5p,0
RSPO4,hsa-miR-29b-2-5p,0
C19ORF66,hsa-miR-29b-2-5p,1
FER,hsa-miR-29b-2-5p,1
ARPC5L,hsa-miR-501-3p,0
TMEM190,hsa-miR-501-3p,0
KIAA0831,hsa-miR-501-3p,1
BRD3,hsa-miR-501-3p,1
ARPC5L,hsa-miR-6780b-3p,0
MRPS27,hsa-miR-6780b-3p,0
PNKP,hsa-miR-6780b-3p,0
CXORF51,hsa-miR-6780b-3p,0
MFSD3,hsa-miR-6780b-3p,1
ARPC5L,hsa-miR-5585-5p,0
MTA2,hsa-miR-5585-5p,0
PCGF5,hsa-miR-5585-5p,1
DHDDS,hsa-miR-5585-5p,1
REXO2,hsa-miR-5585-5p,1
ATM,hsa-miR-101-5p,0
FOS,hsa-miR-101-5p,1
RAC1,hsa-miR-101-5p,1
RAB1A,hsa-miR-101-5p,1
STMN1,hsa-miR-101-5p,1
PANK4,hsa-miR-101-5p,0
LDB1,hsa-miR-101-5p,0
TSPAN33,hsa-miR-101-5p,1
TMEM14B,hsa-miR-101-5p,1
ATM,hsa-miR-4466,0
EZH2,hsa-miR-4466,0
ZBTB26,hsa-miR-4466,1
ATM,hsa-miR-4762-3p,0
EXOC5,hsa-miR-4762-3p,0
RUNDC3A,hsa-miR-4762-3p,1
WDR59,hsa-miR-4762-3p,1
ATM,hsa-miR-3664-5p,0
FASTK,hsa-miR-3664-5p,0
SCLY,hsa-miR-3664-5p,1
ALKBH4,hsa-miR-3664-5p,1
PLCXD2,hsa-miR-3664-5p,1
GAGE1,hsa-miR-3664-5p,1
SNTA1,hsa-miR-3664-5p,1
ATM,hsa-miR-3117-5p,0
NUMB,hsa-miR-3117-5p,0
PLEKHF2,hsa-miR-3117-5p,1
ATM,hsa-miR-517b-3p,0
C1ORF189,hsa-miR-517b-3p,1
ATM,hsa-miR-4768-5p,0
DICER1,hsa-miR-4768-5p,0
FGF23,hsa-miR-4768-5p,0
C17ORF76,hsa-miR-4768-5p,0
ATM,hsa-miR-5579-3p,0
OSBPL10,hsa-miR-5579-3p,0
ERCC2,hsa-miR-5579-3p,1
BACE1,hsa-miR-15a-5p,0
CDC25A,hsa-miR-15a-5p,1
TAC1,hsa-miR-15a-5p,0
TMEM184B,hsa-miR-15a-5p,0
RET,hsa-miR-15a-5p,1
CRKL,hsa-miR-15a-5p,1
FOXO1,hsa-miR-15a-5p,1
IL10RA,hsa-miR-15a-5p,1
CDCA7,hsa-miR-15a-5p,0
PRKAR1B,hsa-miR-15a-5p,0
C19ORF42,hsa-miR-15a-5p,0
CDK5RAP1,hsa-miR-15a-5p,0
TDRD3,hsa-miR-15a-5p,0
PPAP2B,hsa-miR-15a-5p,0
RECK,hsa-miR-15a-5p,1
KIAA1147,hsa-miR-15a-5p,1
BACE1,hsa-miR-4431,0
VAMP1,hsa-miR-4431,0
CNTD1,hsa-miR-4431,1
GPR124,hsa-miR-4431,0
DCHS1,hsa-miR-4431,1
KLHL12,hsa-miR-4431,1
BACE1,hsa-miR-645,0
BACE1,hsa-miR-892c-5p,0
HDAC8,hsa-miR-892c-5p,0
SH2D4B,hsa-miR-892c-5p,0
GRB2,hsa-miR-892c-5p,0
RSHL1,hsa-miR-892c-5p,0
PADI4,hsa-miR-892c-5p,1
BACE1,hsa-miR-5584-3p,0
DICER1,hsa-miR-5584-3p,0
CCDC123,hsa-miR-5584-3p,0
BACE1,hsa-miR-3619-5p,0
SDAD1,hsa-miR-3619-5p,0
BACE1,hsa-miR-6762-5p,0
PLGLB1,hsa-miR-6762-5p,0
PLAC8,hsa-miR-6762-5p,1
UNC5B,hsa-miR-6762-5p,1
BACE1,hsa-miR-4515,0
C11ORF55,hsa-miR-4515,0
TRIM29,hsa-miR-4515,0
BACE1,hsa-miR-1282,0
TACR3,hsa-miR-1282,0
SPO11,hsa-miR-1282,1
SPERT,hsa-miR-1282,1
COL23A1,hsa-miR-1282,1
BACE1,hsa-miR-3185,0
FSCN1,hsa-miR-3185,0
DLG4,hsa-miR-3185,0
WDR90,hsa-miR-3185,0
COX6C,hsa-miR-3185,0
DR1,hsa-miR-3185,1
BACE1,hsa-miR-302c-3p,0
INPPL1,hsa-miR-302c-3p,0
MTDH,hsa-miR-302c-3p,1
STRBP,hsa-miR-302c-3p,1
GREM2,hsa-miR-302c-3p,1
BACE1,hsa-miR-7515,0
CORIN,hsa-miR-7515,0
IRS1,hsa-miR-7515,1
STAMBPL1,hsa-miR-7515,1
RAB3A,hsa-miR-7515,1
MLF1,hsa-miR-7515,1
BACE1,hsa-miR-4497,0
MAPK8,hsa-miR-4497,0
VCL,hsa-miR-4497,0
BCL2,hsa-miR-34c-5p,1
CDK4,hsa-miR-34c-5p,1
HNF4A,hsa-miR-34c-5p,1
ITPR1,hsa-miR-34c-5p,1
ZAP70,hsa-miR-34c-5p,1
VEZT,hsa-miR-34c-5p,1
GLP1R,hsa-miR-34c-5p,0
ARHGEF1,hsa-miR-34c-5p,0
BCL2,hsa-miR-448,1
MPPED2,hsa-miR-448,1
ANO7,hsa-miR-448,0
BCL2,hsa-miR-9-5p,1
GRN,hsa-miR-9-5p,0
VIM,hsa-miR-9-5p,0
POU2F2,hsa-miR-9-5p,0
GDNF,hsa-miR-9-5p,1
ID2,hsa-miR-9-5p,1
IGF2BP3,hsa-miR-9-5p,1
STMN1,hsa-miR-9-5p,1
STAU1,hsa-miR-9-5p,1
MOBKL2A,hsa-miR-9-5p,0
KLF17,hsa-miR-9-5p,1
RS1,hsa-miR-9-5p,0
HERPUD1,hsa-miR-9-5p,1
FAM57A,hsa-miR-9-5p,1
MCM6,hsa-miR-9-5p,1
BCL2,hsa-miR-139-5p,1
JUN,hsa-miR-139-5p,1
NFKB1,hsa-miR-139-5p,1
ZHX2,hsa-miR-139-5p,1
ARF3,hsa-miR-139-5p,0
CDH19,hsa-miR-139-5p,1
FLJ37543,hsa-miR-139-5p,1
BCL2,hsa-miR-29c-3p,1
FGA,hsa-miR-29c-3p,1
MMP2,hsa-miR-29c-3p,1
CCND2,hsa-miR-29c-3p,1
TIAM1,hsa-miR-29c-3p,1
RCC2,hsa-miR-29c-3p,1
P4HB,hsa-miR-29c-3p,0
LOX,hsa-miR-29c-3p,1
SPARC,hsa-miR-29c-3p,1
MED1,hsa-miR-29c-3p,1
AKT3,hsa-miR-29c-3p,1
ITGA6,hsa-miR-29c-3p,1
BCL2,hsa-miR-135a-5p,1
IL10,hsa-miR-135a-5p,0
PTK2,hsa-miR-135a-5p,1
FOXO1,hsa-miR-135a-5p,1
PPM1E,hsa-miR-135a-5p,1
RUNX2,hsa-miR-135a-5p,1
STAT6,hsa-miR-135a-5p,1
VLDLR,hsa-miR-135a-5p,1
C17ORF97,hsa-miR-135a-5p,1
BCL2,hsa-miR-16-1-3p,1
CCND2,hsa-miR-16-1-3p,1
RDM1,hsa-miR-16-1-3p,1
BCL2,hsa-miR-181c-5p,1
NOTCH2,hsa-miR-181c-5p,0
NDRG2,hsa-miR-181c-5p,1
IL7,hsa-miR-181c-5p,1
SAV1,hsa-miR-181c-5p,1
BCL2,hsa-miR-181d-5p,1
HRAS,hsa-miR-181d-5p,1
MALT1,hsa-miR-181d-5p,1
CWF19L1,hsa-miR-181d-5p,0
TMC7,hsa-miR-181d-5p,0
BCL2,hsa-miR-184,1
INPPL1,hsa-miR-184,0
ESPNL,hsa-miR-184,0
LPIN3,hsa-miR-184,0
GJB3,hsa-miR-184,0
TRPM2,hsa-miR-184,0
HEXB,hsa-miR-184,0
PDGFB,hsa-miR-184,1
BIN3,hsa-miR-184,1
BCL2L1,hsa-miR-608,1
DLG1,hsa-miR-608,1
DGAT2,hsa-miR-608,1
ILK,hsa-miR-608,1
ALS2CR12,hsa-miR-608,1
BCL2L1,hsa-miR-4730,0
CDKN1A,hsa-miR-4730,0
RTP3,hsa-miR-4730,0
SBSN,hsa-miR-4730,0
HOXA3,hsa-miR-4730,0
IL11,hsa-miR-4730,1
BCL2L1,hsa-miR-4652-5p,0
CGRRF1,hsa-miR-4652-5p,0
CACNA2D2,hsa-miR-4652-5p,0
VTCN1,hsa-miR-4652-5p,0
CAPRIN2,hsa-miR-4652-5p,0
SCN1A,hsa-miR-4652-5p,0
PCSK6,hsa-miR-4652-5p,1
LZTFL1,hsa-miR-4652-5p,1
BCL2L1,hsa-miR-6812-3p,0
VAMP1,hsa-miR-6812-3p,0
TMC5,hsa-miR-6812-3p,1
BCL2L1,hsa-miR-4718,0
TMEM190,hsa-miR-4718,0
YTHDF2,hsa-miR-4718,0
PGP,hsa-miR-4718,0
SLC38A8,hsa-miR-4718,1
BCL2L1,hsa-miR-5702,0
BCL2L1,hsa-miR-4714-5p,0
MAX,hsa-miR-4714-5p,0
LASS4,hsa-miR-4714-5p,0
KIAA0495,hsa-miR-4714-5p,0
GOSR2,hsa-miR-4714-5p,0
SLC2A14,hsa-miR-4714-5p,0
FLT4,hsa-miR-4714-5p,0
SIGLEC8,hsa-miR-4714-5p,0
KCTD17,hsa-miR-4714-5p,1
BCL2L1,hsa-miR-326,1
YY1,hsa-miR-326,0
MSH3,hsa-miR-326,1
SP1,hsa-miR-326,1
RTDR1,hsa-miR-326,1
SMO,hsa-miR-326,1
BCL7A,hsa-miR-548f-5p,0
C1ORF106,hsa-miR-548f-5p,0
XPO5,hsa-miR-548f-5p,1
BCL7A,hsa-miR-216b-3p,0
SDCBP,hsa-miR-216b-3p,1
SPTLC3,hsa-miR-216b-3p,1
BCL7A,hsa-miR-5690,0
UBXN2A,hsa-miR-5690,0
ADM2,hsa-miR-5690,1
KDM6A,hsa-miR-5690,1
BCL7A,hsa-miR-6775-5p,0
FAM22A,hsa-miR-6775-5p,0
ZNF679,hsa-miR-6775-5p,0
UNQ9391,hsa-miR-6775-5p,0
CBARA1,hsa-miR-6775-5p,1
BCL7A,hsa-miR-10394-3p,0
KCNQ1,hsa-miR-10394-3p,1
BCL7A,hsa-miR-6133,0
KLF5,hsa-miR-6133,0
CCL7,hsa-miR-6133,1
WHSC1L1,hsa-miR-6133,0
ELF3,hsa-miR-6133,0
ING1,hsa-miR-6133,0
C18ORF45,hsa-miR-6133,1
ARMC8,hsa-miR-6133,1
SLC29A2,hsa-miR-6133,1
BCL7A,hsa-miR-4703-5p,0
ABHD15,hsa-miR-4703-5p,0
GARNL3,hsa-miR-4703-5p,0
TTC39A,hsa-miR-4703-5p,1
STEAP3,hsa-miR-4703-5p,0
ROBO4,hsa-miR-4703-5p,1
BCL7A,hsa-miR-378c,0
KIF15,hsa-miR-378c,0
CXORF61,hsa-miR-378c,0
CALD1,hsa-miR-378c,1
CCDC154,hsa-miR-378c,1
UBE2G2,hsa-miR-378c,1
OSBP,hsa-miR-378c,1
BMPR2,hsa-miR-19a-3p,0
IL10,hsa-miR-19a-3p,1
IMPDH1,hsa-miR-19a-3p,1
KAT2B,hsa-miR-19a-3p,0
SMAD4,hsa-miR-19a-3p,0
TGFBR2,hsa-miR-19a-3p,0
BCL2L11,hsa-miR-19a-3p,1
ERBB4,hsa-miR-19a-3p,1
ESR1,hsa-miR-19a-3p,1
MYCN,hsa-miR-19a-3p,1
TAPBP,hsa-miR-19a-3p,0
GLP1R,hsa-miR-19a-3p,0
MMP25,hsa-miR-19a-3p,1
PKNOX1,hsa-miR-19a-3p,1
ANGPTL7,hsa-miR-19a-3p,1
VPS4B,hsa-miR-19a-3p,1
CD163,hsa-miR-19a-3p,1
BMPR2,hsa-miR-135b-5p,1
KLF4,hsa-miR-135b-5p,1
APC,hsa-miR-135b-5p,1
FOXO1,hsa-miR-135b-5p,1
MID1,hsa-miR-135b-5p,1
C1ORF77,hsa-miR-135b-5p,0
HHATL,hsa-miR-135b-5p,0
C12ORF45,hsa-miR-135b-5p,0
RAB11FIP4,hsa-miR-135b-5p,1
ACVR1B,hsa-miR-135b-5p,1
BMPR2,hsa-miR-20a-5p,1
E2F3,hsa-miR-20a-5p,0
LIMK1,hsa-miR-20a-5p,1
MAPK9,hsa-miR-20a-5p,0
NRAS,hsa-miR-20a-5p,0
ITGB8,hsa-miR-20a-5p,1
CRIM1,hsa-miR-20a-5p,1
POU2F2,hsa-miR-20a-5p,0
SMAD7,hsa-miR-20a-5p,1
CCND2,hsa-miR-20a-5p,1
DAPK3,hsa-miR-20a-5p,1
KIT,hsa-miR-20a-5p,1
RUNX1,hsa-miR-20a-5p,1
SNX17,hsa-miR-20a-5p,0
ZIK1,hsa-miR-20a-5p,0
MRPL49,hsa-miR-20a-5p,0
PKNOX1,hsa-miR-20a-5p,1
RB1CC1,hsa-miR-20a-5p,1
PHF19,hsa-miR-20a-5p,1
BMPR2,hsa-miR-4713-3p,0
GPR124,hsa-miR-4713-3p,0
SLC35E3,hsa-miR-4713-3p,1
SNCG,hsa-miR-4713-3p,1
BMPR2,hsa-miR-4318,0
SF3B2,hsa-miR-4318,0
TMEM119,hsa-miR-4318,1
C19ORF38,hsa-miR-4318,1
BMPR2,hsa-miR-5693,0
ASB15,hsa-miR-5693,0
MYADM,hsa-miR-5693,0
UQCRH,hsa-miR-5693,1
BMPR2,hsa-miR-5004-3p,0
CYP4A11,hsa-miR-5004-3p,0
HIST1H2BD,hsa-miR-5004-3p,1
BMPR2,hsa-miR-3156-5p,0
C12ORF56,hsa-miR-3156-5p,1
PLAC8L1,hsa-miR-3156-5p,1
BMPR2,hsa-miR-4765,0
ZP2,hsa-miR-4765,0
GSX1,hsa-miR-4765,0
EBNA1BP2,hsa-miR-4765,0
CCL5,hsa-miR-4765,0
ABCC3,hsa-miR-4765,1
HBA2,hsa-miR-4765,1
IFNK,hsa-miR-4765,1
BMPR2,hsa-miR-6814-5p,0
PEA15,hsa-miR-6814-5p,0
TOM1,hsa-miR-6814-5p,0
KIF15,hsa-miR-6814-5p,0
ACPT,hsa-miR-6814-5p,0
AKIRIN1,hsa-miR-6814-5p,0
ART4,hsa-miR-6814-5p,0
ROMO1,hsa-miR-6814-5p,0
SCN10A,hsa-miR-6814-5p,0
S100A6,hsa-miR-6814-5p,0
PSMC3,hsa-miR-6814-5p,0
ZNF467,hsa-miR-6814-5p,1
ZNF275,hsa-miR-6814-5p,1
PCDHB2,hsa-miR-6814-5p,1
BMPR2,hsa-miR-6728-5p,0
ZNF799,hsa-miR-6728-5p,0
STK38,hsa-miR-6728-5p,0
LPL,hsa-miR-6728-5p,0
COLEC10,hsa-miR-6728-5p,1
KRT82,hsa-miR-6728-5p,1
BMPR2,hsa-miR-12119,0
MLEC,hsa-miR-12119,0
STAM2,hsa-miR-12119,0
PUS10,hsa-miR-12119,1
BMPR2,hsa-miR-12120,0
PTX3,hsa-miR-12120,0
FBXO11,hsa-miR-12120,1
CAMSAP1L1,hsa-miR-12120,1
BMPR2,hsa-miR-4741,0
IL10,hsa-miR-4741,0
TTBK1,hsa-miR-4741,0
BMPR2,hsa-miR-6870-5p,0
SRPK1,hsa-miR-6870-5p,0
TM2D2,hsa-miR-6870-5p,0
ENO3,hsa-miR-6870-5p,0
MAP3K8,hsa-miR-6870-5p,0
SMNDC1,hsa-miR-6870-5p,0
ANKS3,hsa-miR-6870-5p,1
BMPR2,hsa-miR-548d-5p,0
NR1I2,hsa-miR-548d-5p,0
RAB11FIP5,hsa-miR-548d-5p,0
RPP14,hsa-miR-548d-5p,0
CDCA7L,hsa-miR-548d-5p,0
LPL,hsa-miR-548d-5p,0
IKZF3,hsa-miR-548d-5p,0
PYGB,hsa-miR-548d-5p,0
CEP55,hsa-miR-548d-5p,0
CCDC14,hsa-miR-548d-5p,1
BMPR2,hsa-miR-4455,0
PIK3R2,hsa-miR-4455,0
ZMYM3,hsa-miR-4455,1
BRAP,hsa-miR-221-3p,0
EBP,hsa-miR-221-3p,0
HMGXB4,hsa-miR-221-3p,0
MMP2,hsa-miR-221-3p,1
SELE,hsa-miR-221-3p,0
SSX2IP,hsa-miR-221-3p,1
TP53,hsa-miR-221-3p,0
USP18,hsa-miR-221-3p,0
MDM2,hsa-miR-221-3p,1
BCL2L11,hsa-miR-221-3p,1
RAB1A,hsa-miR-221-3p,1
RUNX1,hsa-miR-221-3p,1
TIMP3,hsa-miR-221-3p,1
BECN1,hsa-miR-221-3p,1
CWF19L1,hsa-miR-221-3p,0
PDAP1,hsa-miR-221-3p,0
KSR1,hsa-miR-221-3p,0
THG1L,hsa-miR-221-3p,0
PKD2L1,hsa-miR-221-3p,0
NWD1,hsa-miR-221-3p,0
GMEB1,hsa-miR-221-3p,1
SNW1,hsa-miR-221-3p,1
RAB3A,hsa-miR-221-3p,1
TBK1,hsa-miR-221-3p,1
PAK1,hsa-miR-221-3p,1
TICAM1,hsa-miR-221-3p,1
TNFSF10,hsa-miR-221-3p,1
BRAP,hsa-miR-152-3p,0
CCND1,hsa-miR-152-3p,1
KLF4,hsa-miR-152-3p,1
CD274,hsa-miR-152-3p,1
DKK1,hsa-miR-152-3p,1
RASA4,hsa-miR-152-3p,1
IRS1,hsa-miR-152-3p,1
ADAM17,hsa-miR-152-3p,1
NRP1,hsa-miR-152-3p,1
DDHD2,hsa-miR-152-3p,1
KCNMB2,hsa-miR-152-3p,1
BRAP,hsa-miR-3191-5p,0
GPN3,hsa-miR-3191-5p,0
ZNF517,hsa-miR-3191-5p,1
RGPD1,hsa-miR-3191-5p,1
BRAP,hsa-miR-4506,0
FOSB,hsa-miR-4506,0
GORAB,hsa-miR-4506,1
BRAP,hsa-miR-197-5p,0
IGFBP5,hsa-miR-197-5p,1
BRAP,hsa-miR-105-3p,0
ZNHIT3,hsa-miR-105-3p,1
DUSP13,hsa-miR-105-3p,1
BRAP,hsa-miR-3153,0
NR4A3,hsa-miR-3153,0
SCNN1D,hsa-miR-3153,0
PRAMEF14,hsa-miR-3153,1
ZNF250,hsa-miR-3153,1
CAB39,hsa-miR-195-5p,1
CDK8,hsa-miR-195-5p,1
E2F3,hsa-miR-195-5p,1
BCL2L2,hsa-miR-195-5p,1
ELN,hsa-miR-195-5p,1
INSR,hsa-miR-195-5p,1
RAF1,hsa-miR-195-5p,1
WNT7A,hsa-miR-195-5p,1
KIF2C,hsa-miR-195-5p,1
RPS6KB1,hsa-miR-195-5p,1
KIAA0100,hsa-miR-195-5p,1
C4BPA,hsa-miR-195-5p,1
CASP3,hsa-miR-198,0
NTRK3,hsa-miR-198,0
FGFR1,hsa-miR-198,1
SOX8,hsa-miR-198,0
ZNF514,hsa-miR-198,0
PLEKHH1,hsa-miR-198,0
HOXA7,hsa-miR-198,0
STBD1,hsa-miR-198,0
ACYP2,hsa-miR-198,0
DLX1,hsa-miR-198,0
WSCD1,hsa-miR-198,0
ZSWIM7,hsa-miR-198,0
FAM19A2,hsa-miR-198,0
CCNA1,hsa-miR-3160-5p,0
A2LD1,hsa-miR-3160-5p,0
PADI3,hsa-miR-3160-5p,1
CCNA1,hsa-miR-6781-5p,0
MORN4,hsa-miR-6781-5p,0
CCDC29,hsa-miR-6781-5p,0
